xxxx;;;;;;;;;;;;;;x
MINISTER_MESSAGE_ENTRY;$TITLE$ $NAME$;$TITLE$ $NAME$;$TITLE$ $NAME$;;$TITLE$ $NAME$;;;;;;;;;X
MAJOREVENTHAPPENOTHER_LOG;重大事件：$COUNTRY$ 发生了 $EVENT$ 。;蓈閚ement majeur : $EVENT$ a eu lieu pour $COUNTRY$.;Ereignis: $EVENT$ in $COUNTRY$.;$COUNTRY$. $EVENT$.;Suceso importante: $EVENT$ en $COUNTRY$.;Evento: $EVENT$ in $COUNTRY$.;Esem閚y: $EVENT$ $COUNTRY$ nemzet閚閘.;Ud醠ost: $EVENT$ v $COUNTRY$.;;;;;;x
MAJOREVENTHAPPENOTHER_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
MAJOREVENTHAPPENOTHER_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
MAJOREVENTHAPPENOTHER_BTN3;*;*;*;*;*;*;*;;;;;;;x
MAJOREVENTHAPPENOTHER_MAP;*;*;*;*;*;*;*;;;;;;;x
BUILDING_DONE_SETUP;当建设完成;Lorsque la construction est termin閑.;Wenn ein Geb鋟de vollendet wird.;Kiedy budowa jest zako馽zona.;Cuando se finalice un edificio.;Quando un edificio ?stato completato;Mikor egy 閜韙kez閟 befejez鮠ik.;Kdy?je dokon鑕na budova.;;;;;;x
BUILDING_DONE_HEADER;建设完成;Construction termin閑.;Geb鋟de ist fertig.;Uko馽zono budow?;Edificio completado.;Edificio completato.;蓀韙m閚y elk閟z黮t.;Budova je dokon鑕na.;;;;;;x
BUILDING_DONE_1;$NAME$;La construction de $NAME$;$NAME$;Budynek $NAME$;$NAME$;$NAME$;A/az $NAME$;$NAME$;;;;;;x
BUILDING_DONE_2;在如下省份;dans la province;in der Provinz;w prowincji;en la provincia;nella provincia di;elk閟z黮t a/az;v provincii;;;;;;x
BUILDING_DONE_3;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;$PROV$;;;;;;x
BUILDING_DONE_4;已经完成建设。;est achev閑.;ist fertig.;zosta?uko馽zony.;se ha completado.;?stato completato.;nev?tartom醤yodban.;je hotova.;;;;;;x
BUILDING_DONE_5;*;*;*;*;*;*;*;;;;;;;x
BUILDING_DONE_6;*;*;*;*;*;*;*;;;;;;;x
BUILDING_DONE_LOG;$NAME$ 已经在 $PROV$ 建设完成。;$NAME$ a 閠?construit dans la province : $PROV$.;$NAME$ wurde in $PROV$ gebaut.;Zbudowano $NAME$ w prowincji $PROV$.;Se ha construido $NAME$ en $PROV$.;$NAME$: costruito in $PROV$.;$NAME$ 閜黮t $PROV$ nev?tartom醤yodban.;$NAME$ byla postavena v $PROV$.;;;;;;x
BUILDING_DONE_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BUILDING_DONE_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BUILDING_DONE_BTN3;查看;ALLER ?GOTO;ID?DO;Ir all?ANDARE;Menj ide:;P谽J蚑 NA;;;;;;x
BUILDING_DONE_MAP;$NAME$ 已经在 $PROV$ 完成建设。;$NAME$ a 閠?construit dans la province : $PROV$.;$NAME$ wurde in $PROV$ gebaut.;Zbudowano $NAME$ w prowincji $PROV$.;Se ha construido $NAME$ en $PROV$.;$NAME$: costruito in $PROV$.;$NAME$ 閜黮t $PROV$ nev?tartom醤yodban.;$NAME$ byla postavena v $PROV$.;;;;;;x
TRIGMOD_SETUP;当你受到一个修正因素的影响(如厄勒海峡通行税);Quand vous 阾es affect?par un modificateur activable (ex p閍ge maritime).;Wenn Sie von einem ausgel鰏ten Modifikator betroffen werden (z. B. Sundzoll);Kiedy modyfikator zwi箊any z okre渓onym wydarzeniem wp硑wa na twoje pa駍two (np. c硂 narzucone przez pa駍two trzecie);Cuando te veas afectado por un modificador desencadenado (como el sonido de peaje);Quando subisci l'influenza di un modificatore condizionato (ad es. il Pedaggio sullo Stretto);Mikor valami esem閚y m骴osul醩a van r醖 hat醩sal (kor醔bi hang-v醡);Kdy?jste subjektem trojn醩obn閔o modifik醫oru;;;;;;x
TRIGMOD_HEADER;$head_of_government$ 报告;$head_of_government$ signale;;;$head_of_government$ informa de;;;;;;;;;x
TRIGMOD_1;$NAME$;que $NAME$ s'est produit.;$NAME$;$NAME$;$NAME$;$NAME$;$NAME$;$NAME$;;;;;;x
TRIGMOD_2;$MONARCHTITLE$，我国发生了 $NAME$ 。;$MONARCHTITLE$, $NAME$ s'est produit pour notre pays.;$MONARCHTITLE$;$NAME$;$MONARCHTITLE$, nos ha ocurrido $NAME$.;$MONARCHTITLE$, si ?verificato: $NAME$.;$NAME$ t鰎t閚t vel黱k.;$MONARCHTITLE$, $NAME$ se n醡 p鴌hodilo.;;;;;;x
TRIGMOD_3;*;*;*;*;*;*;*;;;;;;;x
TRIGMOD_4;*;*;*;*;*;*;*;;;;;;;x
TRIGMOD_5;效果:;Effet :;Effekt:;Efekt:;Efecto:;Effetto:;Hat醩:;Efekt:;;;;;;x
TRIGMOD_6;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;;;;;;x
TRIGMOD_LOG;我国发生了 $NAME$ 。;$NAME$ nous est arriv?;Uns ist ein $NAME$ widerfahren.;$NAME$;Nos ha ocurrido $NAME$.;Si ?verificato $NAME$.;$NAME$ t鰎t閚t vel黱k.;P鴌hodilo se n醡 $NAME$.;;;;;;x
TRIGMOD_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
TRIGMOD_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
TRIGMOD_BTN3;详情;D閠ails;Details;Szczeg蟪y;Detalles;Dettagli;R閟zletek;Detaily;;;;;;x
TRIGMOD_MAP;*;*;*;*;*;*;*;;;;;;;x
TRIGMODLOST_SETUP;当一个修正因素的影响已经终止(如厄勒海峡通行税);Lorsqu'un modificateur activable ne fait plus effet (ex p閍ge maritime).;Wenn der Effekt eines ausgel鰏ten Modifikators endet (z. B. Sundzoll);Kiedy modyfikator zwi箊any z okre渓onym wydarzeniem przestaje oddzia硑wa?na twoje pa駍two (np. c硂 narzucone przez pa駍two trzecie);Cuando cese el efecto de un modificador desencadenado (como el sonido de peaje).;Quando l'effetto di un modificatore condizionato (ad es. il Pedaggio sullo Stretto) cessa;Mikor egy m骴os韙醩t okoz?esem閚y befejez鮠ik (kor醔bi hang-v醡);Kdy?jste subjektem trojn醩obn閔o modifik醫oru.;;;;;;x
TRIGMODLOST_HEADER;$head_of_government$ 报告;$head_of_government$ nous informe que;;;$head_of_government$ informa de;;;;;;;;;x
TRIGMODLOST_1;$NAME$;$NAME$ a eu lieu.;$NAME$;$NAME$;$NAME$;$NAME$;$NAME$;$NAME$;;;;;;x
TRIGMODLOST_2;我们已经失去了 $NAME$ 带来的效果;$NAME$ n'a plus aucun effet sur nous.;;Koniec $NAME$.;Hemos perdido los efectos de $NAME$;$EXPLANATION$;$EXPLANATION$;Kdy?ztrat韒e efekty $NAME$;;;;;;x
TRIGMODLOST_3;*;*;*;*;*;*;*;;;;;;;x
TRIGMODLOST_4;*;*;*;*;*;*;*;;;;;;;x
TRIGMODLOST_5;效果:;Effet :;Effekt:;Efekt:;Efecto:;Effetto:;Hat醩:;Efekt:;;;;;;x
TRIGMODLOST_6;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;$EFFECT$;;;;;;x
TRIGMODLOST_LOG;$NAME$ 已经不再影响我们。;$NAME$ ne nous affecte plus.;$NAME$ beeinflusst uns nicht mehr.;$NAME$ nie ma ju?na nas wp硑wu.;$NAME$ ya no nos afecta.;$NAME$ non ha pi?alcuna influenza su di noi.;A/az $NAME$ m醨 nincs r醤k hat醩sal.;$NAME$ se u?na n醩 nevztahuje.;;;;;;x
TRIGMODLOST_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
TRIGMODLOST_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
TRIGMODLOST_BTN3;详情;D閠ails;Details;Szczeg蟪y;Detalles;Dettagli;R閟zletek;Detaily;;;;;;x
TRIGMODLOST_MAP;*;*;*;*;*;*;*;;;;;;;x
LEADERDIED_SETUP;当我们的一个指挥官去世;Lorsque l'un de nos leaders meurt.;Wenn einer unserer Anf黨rer stirbt;Kiedy jeden z naszych dow骴c體 umiera;Cuando muere uno de nuestros l韉eres;Quando muore uno dei nostri leader;Ha az egyik vez閞黱k meghal;Kdy?jeden z na歩ch v鵧c?zem鴈;;;;;;x
LEADERDIED_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;x
LEADERDIED_1;一位军事将领去世!;Un de nos leaders militaires est mort !;Ein Kommandauer ist gestorben!;Dow骴ca umar?;a muerto un l韉er militar!;Un condottiero ?morto!;Egy katonai vezet鮪k elesett!;Vojensk?velitel zem鴈l!;;;;;;x
LEADERDIED_2;$MONARCHTITLE$，我们收到了不幸的消息;$MONARCHTITLE$, nous avons en effet de tristes nouvelles.;$MONARCHTITLE$, wir haben wahrlich schlechte Nachrichten:;Mamy smutne wie渃i - ;$MONARCHTITLE$, tenemos malas noticias;$MONARCHTITLE$, abbiamo pessime notizie.;Rossz h韗eket hoztunk?$MONARCHTITLE$, p鴌n釟韒e 歱atn?zpr醰y;;;;;;x
LEADERDIED_3;$TYPE$ $NAME$ 已经去世!;$TYPE$ $NAME$ est mort !;$TYPE$ $NAME$ ist tot!;$TYPE$ $NAME$ nie 縴je!;?TYPE$ $NAME$ ha muerto!;$TYPE$ $NAME$ ?morto!;$NAME$, a nagyszer?$TYPE$ halott!;$TYPE$ $NAME$ je mrtev!;;;;;;x
LEADERDIED_4;他为我们提供了忠诚而良好的服务。最有最好的葬礼才配得上这位战场上的巨人。;Il nous a servi avec loyaut?et comp閠ence. Un tel titan du champ de bataille m閞ite les plus belles fun閞ailles.;Er hat uns treu und gut gedient. F黵 solch einen Koloss des Schlachtfelds ist nur das glorreichste Begr鋌nis gut genug.;S硊縴?nam dobrze i wiernie. Posta?tego formatu zas硊guje na najwspanialszy pogrzeb. ;Nos sirvi?con eficacia y lealtad. Solo el mejor funeral ser?apropiado para tal coloso de la batalla.;Ci ha servito bene e fedelmente, sar?necessario allestire una solenne commemorazione funebre per onorare un simile eroe.;H鹲間gel 閟 becs黮ettel szolg醠t minket, kij醨 neki a legpomp醶atosabb temet閟!;Slou瀒l n醡 v靣n?a dob鴈, takov?velik醤 bitevn韈h pol?si zaslou烅 jen ten nejd鵶tojn靔氻 poh鴈b.;;;;;;x
LEADERDIED_5;*;*;*;*;*;*;*;;;;;;;x
LEADERDIED_6;*;*;*;*;*;*;*;;;;;;;x
LEADERDIED_LOG;$TYPE$ $NAME$ 已经去世。;$TYPE$ $NAME$ est mort.;$TYPE$ $NAME$ ist gestorben.;$TYPE$ $NAME$ umiera.;$TYPE$ $NAME$ ha muerto.;$TYPE$ $NAME$ ?morto.;$NAME$ $TYPE$ elesett.;$TYPE$ $NAME$ zem鴈l.;;;;;;x
LEADERDIED_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
LEADERDIED_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
LEADERDIED_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x
LEADERDIED_MAP;*;*;*;*;*;*;*;;;;;;;x
